a_level	b_level	c_level	description	ko_number
Environmental Information Processing	Signal transduction	Two-component system	nrsA, czcA; cation efflux system protein involved in nickel and cobalt tolerance	K11326
Environmental Information Processing	Signal transduction	Two-component system	nrsC; cation efflux system protein involved in nickel and cobalt tolerance	K11331
Environmental Information Processing	Signal transduction	Two-component system	nrsD, nreB; MFS transporter, NRE family, putaive nickel resistance protein	K07785
Environmental Information Processing	Signal transduction	Two-component system	manS; two-component system, OmpR family, manganese sensing sensor histidine kinase	K11520
Environmental Information Processing	Signal transduction	Two-component system	K11521, manR; two-component system, OmpR family, manganese sensing response regulator	K11521
Environmental Information Processing	Signal transduction	Two-component system	nblS; two-component system, OmpR family, sensor histidine kinase NblS	K07769
Environmental Information Processing	Signal transduction	Two-component system	nblR; two-component system, OmpR family, response regulator NblR	K11332
Environmental Information Processing	Signal transduction	Two-component system	sasA; two-component system, OmpR family, clock-associated histidine kinase SasA	K08479
Environmental Information Processing	Signal transduction	Two-component system	rpaA; two-component system, OmpR family, response regulator RpaA	K10697
Environmental Information Processing	Signal transduction	Two-component system	rpaB; two-component system, OmpR family, response regulator RpaB	K11329
Environmental Information Processing	Signal transduction	Two-component system	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	K10681
Environmental Information Processing	Signal transduction	Two-component system	saeR; two-component system, OmpR family, response regulator SaeR	K10682
Environmental Information Processing	Signal transduction	Two-component system	bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS	K11629
Environmental Information Processing	Signal transduction	Two-component system	bceR; two-component system, OmpR family, bacitracin resistance response regulator BceR	K11630
Environmental Information Processing	Signal transduction	Two-component system	braS, bceS; two-component system, OmpR family, sensor histidine kinase BraS/BceS	K19081
Environmental Information Processing	Signal transduction	Two-component system	braR, bceR; two-component system, OmpR family, response regulator protein BraR/BceR	K19082
Environmental Information Processing	Signal transduction	Two-component system	graS; two-component system, OmpR family, sensor histidine kinase GraS	K19077
Environmental Information Processing	Signal transduction	Two-component system	graR; two-component system, OmpR family, response regulator protein GraR	K19078
Environmental Information Processing	Signal transduction	Two-component system	dltB; membrane protein involved in D-alanine export	K03739
Environmental Information Processing	Signal transduction	Two-component system	dltD; D-alanine transfer protein	K03740
Environmental Information Processing	Signal transduction	Two-component system	mprF, fmtC; phosphatidylglycerol lysyltransferase	K14205
Environmental Information Processing	Signal transduction	Two-component system	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	K11633
Environmental Information Processing	Signal transduction	Two-component system	yxdJ; two-component system, OmpR family, response regulator YxdJ	K11634
Environmental Information Processing	Signal transduction	Two-component system	yxdL; putative ABC transport system ATP-binding protein	K11635
Environmental Information Processing	Signal transduction	Two-component system	yxdM; putative ABC transport system permease protein	K11636
Environmental Information Processing	Signal transduction	Two-component system	chvG; two-component system, OmpR family, sensor histidine kinase ChvG	K14980
Environmental Information Processing	Signal transduction	Two-component system	chvI; two-component system, OmpR family, response regulator ChvI	K14981
Environmental Information Processing	Signal transduction	Two-component system	ciaH; two-component system, OmpR family, sensor histidine kinase CiaH	K14982
Environmental Information Processing	Signal transduction	Two-component system	ciaR; two-component system, OmpR family, response regulator CiaR	K14983
Environmental Information Processing	Signal transduction	Two-component system	ciaX; regulatory peptide CiaX	K15860
Environmental Information Processing	Signal transduction	Two-component system	parS; two-component system, OmpR family, sensor kinase ParS	K18072
Environmental Information Processing	Signal transduction	Two-component system	parR; two-component system, OmpR family, response regulator ParR	K18073
Environmental Information Processing	Signal transduction	Two-component system	oprD; imipenem/basic amino acid-specific outer membrane pore	K18093
Environmental Information Processing	Signal transduction	Two-component system	mexX, amrA; membrane fusion protein, multidrug efflux system	K18094
Environmental Information Processing	Signal transduction	Two-component system	mexY, amrB; multidrug efflux pump	K18095
Environmental Information Processing	Signal transduction	Two-component system	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS	K18345
Environmental Information Processing	Signal transduction	Two-component system	vanSC, vanSE, vanSG; two-component system, OmpR family, sensor histidine kinase VanS	K18350
Environmental Information Processing	Signal transduction	Two-component system	vanSAc; two-component system, OmpR family, sensor histidine kinase VanS	K18351
Environmental Information Processing	Signal transduction	Two-component system	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR	K18344
Environmental Information Processing	Signal transduction	Two-component system	vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR	K18349
Environmental Information Processing	Signal transduction	Two-component system	vanRAc; two-component system, OmpR family, response regulator VanR	K18352
Environmental Information Processing	Signal transduction	Two-component system	vanB, vanA, vanD; D-alanine---(R)-lactate ligase	K15739
Environmental Information Processing	Signal transduction	Two-component system	vanH; D-specific alpha-keto acid dehydrogenase	K18347
Environmental Information Processing	Signal transduction	Two-component system	vanX; zinc D-Ala-D-Ala dipeptidase	K08641
Environmental Information Processing	Signal transduction	Two-component system	vanW; vancomycin resistance protein VanW	K18346
Environmental Information Processing	Signal transduction	Two-component system	vanK; vancomycin resistance protein VanK	K18354
Environmental Information Processing	Signal transduction	Two-component system	vanJ; vancomycin resistance protein VanJ	K18353
Environmental Information Processing	Signal transduction	Two-component system	vanC, vanE, vanG; D-alanine---D-serine ligase	K18856
Environmental Information Processing	Signal transduction	Two-component system	vanT; serine/alanine racemase	K18348
Environmental Information Processing	Signal transduction	Two-component system	arlS; two-component system, OmpR family, sensor histidine kinase ArlS	K18940
Environmental Information Processing	Signal transduction	Two-component system	arlR; two-component system, OmpR family, response regulator ArlR	K18941
Environmental Information Processing	Signal transduction	Two-component system	ihk; two-component system, OmpR family, sensor kinase Ihk	K18986
Environmental Information Processing	Signal transduction	Two-component system	irr; two-component system, OmpR family, response regulator Irr	K18987
Environmental Information Processing	Signal transduction	Two-component system	pfeS, pirS; two-component system, OmpR family, sensor histidine kinase PfeS	K19609
Environmental Information Processing	Signal transduction	Two-component system	pfeR, pirR; two-component system, OmpR family, response regulator PfeR	K19610
Environmental Information Processing	Signal transduction	Two-component system	fepA, pfeA, iroN, pirA; ferric enterobactin receptor	K19611
Environmental Information Processing	Signal transduction	Two-component system	nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK	K20487
Environmental Information Processing	Signal transduction	Two-component system	nisR, spaR; two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR	K20488
Environmental Information Processing	Signal transduction	Two-component system	nisA, spaS, epiA; lantibiotic bacteriocin	K20482
Environmental Information Processing	Signal transduction	Two-component system	nisB, spaB, epiB; lantibiotic biosynthesis protein	K20483
Environmental Information Processing	Signal transduction	Two-component system	nisC, spaC, epiC; lantibiotic biosynthesis protein	K20484
